_gddid	words	year	expected_lat	intersection_lat	expected_long	intersection_long	dms_regex	dd_regex
54b43265e138239d8684ed95	['http://dx.doi.org/10.1016/j.yqres.2013.07.009', '107', '°', 'W', 'B', '42', '°', 'N', 'Rawlins', 'V.A.', 'Carter', 'et', 'al.', '/', 'Quaternary', 'Research', '80', '-LRB-', '2013', '-RRB-', '406', '--', '416', '106', '°', 'W', 'A', '105', '°', 'W', 'Nor', 'ther', 'n', 'Rocky', 'M', 'ountains', 'Centr', 'al', 'Rocky', 'M', 'ountains', 'Souther', 'n', 'Rocky', 'M', 'ountains', '407', '42', '°', 'N', 'Range', 'Mountain', 'Bow', 'Medicine', 'Long', 'Lake', '41', '°', 'N', 'Laramie', 'Cheyenne', '41', '°', 'N', 'C', 'Fort', 'Collins', 'Rocky', 'Mountain', 'National', 'Park', 'Greeley', 'Longmont', '40', '°', 'N', '0', '0.25', '0.5', '107', '°', 'W', 'km', '1', '106', '°', 'W', '0', '25', '50', 'km', '100', '105', '°', 'W', '40', '°', 'N', 'Figure', '1', '.']	2013	['41']	['41']	['106']	['106']	[]	[]
54b43265e138239d8684ed95	['Depth', 'UGAMS', '#', 'Label', 'ID', 'Source/Material', '-LRB-', 'cm', '-RRB-', 'Age', '-LRB-', '14C', 'yr', 'BP', '-RRB-', 'Age', '-LRB-', 'cal', 'yr', 'BP', '-RRB-', 'with', '2-sigma', 'range', '29\xa088\xa0156\xa0232', '249', '323.5', '449', '3249\xa02773\xa03032\xa02774', '3031\xa02775\xa03478', 'LL07D', 'LL07D', 'LL07D', 'LL07D', 'LL07D', 'LL07D', 'LL07D', 'Pinus', 'contora', 'needle', 'Pinus', 'contorta', 'needle', 'Pinus', 'contorta', 'needle', 'Pinus', 'contorta', 'needle', 'Abies', 'lasiocarpa', 'needle', 'Pinus', 'ﬂexis', 'needle', 'Abies', 'lasiocarpa', 'needle', '50', '±', '35', '1730', '±', '35', '3510', '±', '30', '6460', '±', '45', '8110', '±', '50', '9630', '±', '50', '10325', '±', '50', '31', '--', '139', '1549', '--', '1714', '3698', '--', '3864', '7275', '--', '7435', '8976', '--', '9152', '10,774', '--', '11,180', '11,975', '--', '12,386', 'Site', 'description', 'Long', 'Lake', ',', 'Carbon', 'County', ',', 'Wyoming', '-LRB-', '41', '°', '30.099', '′', 'N', ',', '106', '°', '22.087', '′', 'W', ',', 'elevation', '2700', 'm', '-RRB-', 'lies', 'within', 'a', 'closed', 'drainage', 'basin', 'situated', 'behind', 'a', 'terminal', 'Pinedale', 'moraine', 'within', 'the', 'Medicine', 'Bow', 'River', 'drainage', '-LRB-', 'Atwood', ',', '1937', '-RRB-', '-LRB-', 'Fig.', '1', '-RRB-', '.']	2013	['41']	['41']	['106']	['106']	[]	[]
54b43265e138239d8684ed95	['LL-II', ':', 'the', 'early', 'Holocene', '-LRB-', '11,800', '--', '9400', 'cal', 'yr', 'BP', '-RRB-', 'Early', 'Holocene', 'warming', 'associated', 'with', 'increased', 'summer', 'insola', '-', 'tion', 'corresponded', 'to', 'the', 'establishment', 'of', 'a', 'closed', 'mixed', 'conifer', 'forest', 'A.', 'NRM', 'Location', 'Elevation', '-LRB-', 'm', '-RRB-', 'cal', 'yr', 'BP', '1', '11', '10', '9', '8', 'Hoodoo', 'L.', '49oN', ',', '114oW', ',', 'ID', '1770', 'Pinus-Pseudotsuga', 'warm/dry', 'Pintlar', 'L.', '45oN', ',', '113oW', ',', 'MT', '1921', 'Pinus', 'forest', 'warming', 'Pinus-Pseudotsuga', 'Warm/dry', 'Baker', 'L.', '45oN', ',', '114oW', ',', 'MT', '2300', 'colder-than-present', 'Pinus-Abies', 'Alnus', 'forest', 'Burnt', 'Knob', 'L.', '45oN', ',', '114oW', ',', 'ID', '2250', 'warming', 'warm/dry', 'Slough', 'Creek', 'L.', '44oN', ',', '110o', 'W', ',', 'WY', '1884', 'Picea', 'warming', 'Pinus', 'Juniperus', 'forest', 'Cygnet', 'L.', '44o', ',', 'N', ',110', 'oW', ',', 'WY', '2530', 'warming', 'CRM', 'Location', 'Elevation', '-LRB-', 'm', '-RRB-', 'Long', 'Lake', '41oN', ',', '106oW', ',', 'WY', '2700', 'Little', 'Windy', 'Hill', 'P.', '41oN', ',', '106oW', ',', 'WY', '2980', 'Little', 'Brooklyn', 'L.', '41oN', ',', '106oW', ',', 'WY', '3153', '12', 'cold/dry', 'cold/dry', 'cool/wet', '11', '10', '9', '8', 'Artemisia', 'Pinus', 'forest', 'warm/wetter', 'peat', 'dry', 'warm/dry', 'Picea-Pinus', 'forest', 'warm/dry', 'Alpine', 'meadow', 'meadow', 'phase', 'SRM', 'Location', 'Elevation', '-LRB-', 'm', '-RRB-', 'Hunters', 'L.', '37oN', ',', '106oW', ',', 'CO', '3516', 'Chihuahueños', 'Bog', '36oN', ',', '106oW', ',', 'NW', '2925', '12', '11', 'cool', 'Picea-Pinus', 'warming', 'cool', 'Quercus-mixed', 'conifer', '10', 'warmer', '98', 'Picea-Abies', '7654321', 'Pinus', '-', 'Abies', 'forest', 'cool/wet', 'Pinus', 'forest', 'cooler-than-previous', 'warm', 'Pinus', '-', 'Abies', 'forest', 'cool/moist', 'warm', 'warmer', 'Pseudotsuga', 'warm/dry', 'cool', '7654321', 'warmer', 'Populus', 'warm-and', 'wetter', 'Pinus', 'cool/wet', 'Picea-Pinus', 'forest', 'cool/wet', 'Picea', 'forest', '7654321', 'warm', 'Picea-Abies', 'forest', 'cooler-than-previous', 'Bog', 'dries', 'warm/dry', 'Quercus-mixed', 'conifer', 'cooler-than-previous', 'B.', 'NRM', 'Cygnet', 'L.', 'Baker', 'L.', 'Location', 'Elevation', '-LRB-', 'm', '-RRB-', 'cal', 'yr', 'BP', '12', '44o', ',', 'N', ',110', 'oW', ',', 'WY', '2530', 'warming', '45oN', ',', '114oW', ',', 'MT', '2300', 'colder-than-present', '11', '10', '9', '8', 'Pinus-Abies', 'Alnus', 'forest', 'Burnt', 'Knob', 'L.', '45oN', ',', '114oW', ',', 'ID', 'Pintlar', 'L.', '45oN', ',', '113oW', ',', 'MT', 'Slough', 'Creek', 'L.', '44oN', ',', '110o', 'W', ',', 'WY', 'Hoodoo', 'L.', '49oN', ',', '114oW', ',', 'ID', '2250\xa01921\xa01884\xa01770', 'warming', 'warm/dry', 'Pinus', 'forest', 'warming', 'Picea', 'warming', 'Pinus-Pseudotsuga', 'Pinus-Pseudotsuga', 'Warm/dry', 'Pinus', 'Juniperusforest', 'warm/dry', 'CRM', 'Location', 'Elevation', '-LRB-', 'm', '-RRB-', 'Little', 'Brooklyn', 'L.', '41oN', ',', '106oW', ',', 'WY', '3153', 'Little', 'Windy', 'Hill', 'P.', '41oN', ',', '106oW', ',', 'WY', '2980', '12', 'cool/wet', 'cold/dry', '11', '10', '9', 'warm/dry', 'Alpine', 'meadow', 'meadow', 'phase', 'warm/dry', 'Picea-Pinus', 'forest', '8', 'Long', 'Lake', '41oN', ',', '106oW', ',', 'WY', '2700', 'cold/dry', 'Artemisia', 'Pinus', 'forest', 'warm/wetter', 'peat', 'dry', 'SRM', 'Location', 'Elevation', '-LRB-', 'm', '-RRB-', 'Hunters', 'L.', '37oN', ',', '106oW', ',', 'CO', '3516', 'Chihuahueños', 'Bog', '36oN', ',', '106oW', ',', 'NW', '2925', '12', '11', '10', 'cool', 'Picea-Pinus', 'warming', 'cool', 'Quercus-mixed', 'conifer', 'warmer', '98', 'Picea-Abies', '7654321', 'cool', 'warm', 'Pinus', '-', 'Abies', 'forest', 'cool/moist', 'warm', 'Pinus', 'forest', 'cooler-than', '-', 'previous', 'warmer', 'Pseudotsuga', 'warm/dry', 'Pinus', '-', 'Abies', 'forest', 'cool/wet', '7654321', 'cool/wet', 'Picea', 'forest', 'cool/wet', 'Picea-Pinus', 'forest', 'warmer', 'Populus', 'warm-and', 'wetter', 'Pinus', '7654321', 'warm', 'Picea-Abies', 'forest', 'cooler-than-previous', 'Bog', 'dries', 'warm/dry', 'Quercus-mixed', 'conifer', 'cooler-than-previous', '0', 'NRM', 'Authors', 'Brunelle', 'et', 'al.', ',', '2005', 'Brunelle', 'et', 'al.', ',', '2005', 'Brunelle', 'et', 'al.', ',', '2005', 'Brunelle', 'et', 'al.', ',', '2005', 'Millspaugh', 'et', 'al.', ',', '2004', 'Millspaugh', 'et', 'al.', ',', '2000', '0', 'CRM', 'Authors', 'Carter', 'et', 'al.', ',', '-LRB-', 'this', 'study', '-RRB-', 'Minckley', 'et', 'al.', ',', '2012', 'Brunelle', 'et', 'al.', ',', '2013', '0', 'SRM', 'Authors', 'Anderson', 'et', 'al.', ',', '2008', 'Brunner-Jass', '1999', '0', 'NRM', 'Authors', 'Millspaugh', 'et', 'al.', ',', '2000', 'Brunelle', 'et', 'al.', ',', '2005', 'Brunelle', 'et', 'al.', ',', '2005', 'Brunelle', 'et', 'al.', ',', '2005', 'Millspaugh', 'et', 'al.', ',', '2004', 'Brunelle', 'et', 'al.', ',', '2005', '0', 'CRM', 'Authors', 'Brunelle', 'et', 'al.', ',', '2013', 'Minckley', 'et', 'al.', ',', '2012', 'Carter', 'et', 'al.', ',', '-LRB-', 'this', 'study', '-RRB-', '0', 'SRM', 'Authors', 'Anderson', 'et', 'al.', ',', '2008', 'Brunner-Jass', '1999', 'Figure', '5', '.']	2013	['41']	['41']	['106']	['106']	[]	[]
5504a9efe1382326932d8867	"['The', 'high', 'plain', 'of', 'Bogotfi', 'is', 'situated', 'at', 'an', 'altitude', 'of', 'ca.', '2550', 'm', 'in', 'the', 'Eastern', 'Cordillera', 'of', 'Colombia', '-LRB-', 'latitude', '4', '°', '30', ""'"", '5', '°', '10', '`', 'N', ',', 'longitude', '73', '°', '45', ""'"", '-74', '°', '25', '`', 'W', '-RRB-', 'and', 'represents', 'the', 'bed', 'of', 'a', 'former', 'lake', '.']"	1993	['4']	['4']	['74']	['74']	[]	[]
5504a9efe1382326932d8867	"['Zircon', 'fashion', 'track', 'analytical', 'data', 'from', 'the', 'Funza', 'II', 'core', '-LRB-', 'high', 'plain', 'of', 'Bogota', '-RRB-', 'and', 'outcropping', 'tephras', 'at', 'the', 'localities', 'Rio', 'Frio', '-LRB-', 'T1r', '20', '-RRB-', 'and', 'Facatativ', ';', 't', '-LRB-', 'FAC', '250', '-RRB-', 'Sample', 'I', '-LRB-', 'depth', 'in', 'm', '-RRB-', 'Mineral', 'p2', 'p', ',3', 't', 'lcr', 'Number', 'pd4', 'Z', '~', 'X', ':', 'Uranium', '-LRB-', 'x', '103', '-LRB-', 'x', 'ltY', ""'"", '-LRB-', 'x', '106', '-LRB-', 'x', '106', 'of', '-LRB-', 'x', '10', '-', '~', '-LRB-', '%', '-RRB-', '-LRB-', 'ppm', '-RRB-', 't/cm2', '-RRB-', 't/cm2', '-RRB-', 'year', '-RRB-', 'year', '-RRB-', 'grains', 't/cm', '-', '``', 'I', 'Fun', 'I1/1', '-LRB-', '67.76', '--', '67.79', '-RRB-', 'Fun', '11/2', '-LRB-', '239.00-239', '.09', '-RRB-', 'Fun', 'II/3', '-LRB-', '250.66', '-RRB-', 'Fun', 'II/4', '-LRB-', '270.6-277', '.5', '-RRB-', 'Fun', 'II/5', '-LRB-', '298.42-307', '.96', '-RRB-', 'Fun', '11/6', '-LRB-', '317.22-317', '.55', '-RRB-', 'Fun', 'II/7', '-LRB-', '322.5', '-RRB-', 'Fun', '11/10', '-LRB-', '506.2', '-RRB-', 'zircon', 'zircon', 'zircon', 'zircon', 'zircon', 'zircon', 'zircon', 'zircon', '16.4', '10.11', '0.20', '0.12', '-LRB-', '3', '-RRB-', '-LRB-', '925', '-RRB-', '25.79', '63.44', '0.26', '0.18', '-LRB-', '3', '-RRB-', '-LRB-', '369', '-RRB-', '70.21', '16.24', '0.27', '0.11', '-LRB-', '11', '-RRB-', '-LRB-', '1272', '-RRB-', '141.5', '17.27', '0.53', '0.15', '-LRB-', '26', '-RRB-', '-LRB-', '1547', '-RRB-', '226.9', '14.13', '1.02', '0.23', '-LRB-', '53', '-RRB-', '-LRB-', '1650', '-RRB-', '181.3', '9.77', '1.44', '0.33', '-LRB-', '42', '-RRB-', '-LRB-', '1132', '-RRB-', '315.1', '19.76', '1.01', '0.21', '-LRB-', '64', '-RRB-', '-LRB-', '2007', '-RRB-', '294.9', '6.83', '2.74', '0.63', '-LRB-', '57', '-RRB-', '-LRB-', '660', '-RRB-', '13', '0.2058', '308.1', '<', '5', '302', '-LRB-', '2269', '-RRB-', '10', '0.2058', '308', '.']"	1993	['4']	['4']	['74']	['74']	[]	[]
5504a9efe1382326932d8867	"['Hedyosmum', 'migrated', 'into', 'the', 'area', '-', '~', '-LSB-', 'I', '-', ':', 'Tentative', 'correlation', 'with', 'Europe', 'Estimated', 'approximate', 'age', '-LRB-', '1973', '-RRB-', 'Age', '•', 'from', 'zircon', 'fission', 'track', '-LRB-', 'this', 'study', '-RRB-', 'Vll', 'UPPER', 'W', 'E', '~', 'u', 'L4', '~', 'SAALIAN', '~', 'HAN', 'ELST1ERIAN', 'Vl', 'mULE', 'i', ""''"", '~', '-', '~', 'C', 'O', 'N', '~', 'X', '~', '-', '-', 'E', 'V', '~', 'MENAPIAN', '-1', '~', 'LOWER', '0', 'EBURONIAN', 'IV', 'TIGLIAN', '-', '2', 'Ih', 'PRLrrIGUAN', 'I', 'III', 'II', 'oUzuJJ', 'O.', 'I', '~', 'UVERIAN', '-31', 'de', '-41', 'de', '~', ""'"", ',', ',', '-RRB-', '0.2-0', '.3', 'M', '|', '•', 'C.', '1.0', 'Ms', '•', '2.74', '~', '0.63', 'Ma', '•', '3.67', '*', '0.60', 'Me', '•', '5.33.1.02', 'Ma', 'FIG.', '10', '.']"	1993	['4']	['4']	['74']	['74']	[]	[]
54b43268e138239d8684f7db	"['RESULTS', 'Fifteen', 'middens', '-LRB-', '13', 'packrat', ',', '2', 'porcupine', '-RRB-', 'were', 'collected', 'from', 'dry', 'rock', 'shelters', 'at', '1555-1690', 'm', 'elevation', 'on', 'limestone', 'slopes', 'above', 'Dog', ',', 'San', 'Andres', ',', 'Big', 'Boy', ',', 'and', 'Marble', 'canyons', ',', 'Sacramento', 'Mountains', ',', 'Otero', 'County', ',', 'New', 'Mexico', '-LRB-', 'southeast', 'of', 'Alamogordo', ';', '32', ""''"", '45', ""'"", '-32', ""''"", '55', '’N', ',', '105', ""''"", '55', ""'"", 'W', ';', 'Table', '1', '-RRB-', '.']"	1984	['32']	['32']	['105']	['105']	[]	[]
5504dfbce1382326932d89ef	['Material', 'sampling', 'A', 'core', 'was', 'drilled', 'in', 'the', 'deepest', 'place', 'of', 'the', 'cirque', 'basin', '-LRB-', '50', '4504600N', ',', '15', '330800E', ',', '1039', 'm', 'a.s.l.', '-RRB-', ',', 'located', 'about', '200', 'm', 'above', 'the', 'conﬂuence', 'of', 'the', 'Labe', 'and', 'Pancˇava', 'rivers', '-LRB-', 'Fig.', '1', '-RRB-', '.']	2010	['50']	['50']	['15']	['15']	[]	[]
570eb2c2cf58f169132fe675	['Steel', 'Lake', '-LRB-', '46', '°', '58', '′', 'N', ',', '94', '°', '41', '′', 'W', ',', '23', 'ha', ',', '415', 'm', 'above', 'sea', 'level', '-LRB-', 'asl', '-RRB-', '-RRB-', 'is', 'in', 'coniferous', 'forest', '-LRB-', 'dominated', 'by', 'Pinus', 'spp', '.', '-RRB-']	2008	['46']	['46']	['96', '94']	['94']	['46,°,58,′,N,,,94,°,41,′,W']	[]
570eb2c2cf58f169132fe675	['West', 'Olaf', 'Lake', '-LRB-', '46', '°', '37', '′', 'N', ',', '96', '°', '11', '′', 'W', ',', '58', 'ha', ',', '393', 'm', 'asl', '-RRB-', 'is', 'in', 'a', 'mix', 'of', 'tallgrass', 'prairie', 'and', 'oak', 'woodland', '.']	2008	['46']	['46']	['96', '94']	['96']	['46,°,37,′,N,,,96,°,11,′,W']	[]
54b43266e138239d8684f175	['136', 'F.', 'Malamud-Roam', ',', 'B.', 'Lynn', 'Ingram', '/', 'Quaternary', 'Research', '62', '-LRB-', '2004', '-RRB-', '134', '--', '145', 'Sacramento', 'Valley', 'Detail', 'Drainage', 'area', 'to', 'the', 'Delta', 'California', '122', '˚W', '38', '˚N', 'Benicia', 'S', 'P', 'Rush', 'Ranch', 'San', 'Pablo', 'SacramReivnetro', 'China', 'Camp', 'SP', 'Bay', '12', 'San', 'Joaquin', 'Pt', '.']	2004	['38']	['38']	['121', '122']	['122']	[]	[]
54b43266e138239d8684f175	"['Reyes', ""Nat'l"", 'Suisun', 'Bay', 'River', 'Seashore', 'Roe', 'Island', '3', 'Golden', 'Gate', 'San', 'Francisco', 'Pacific', 'San', '4', 'Francisco', 'Ocean', 'Bay', 'south', 'reach', 'Browns', 'Island', 'N', '0', 'km', '10', '20', '30', 'Tidal', 'wetland', 'ca.', '1850', 'Nichols', ',', 'et', 'al.', ',', '1986', 'Benicia', 'S.', 'P.', '100', 'ft', 'CCS1', 'CCS2', 'BSP', '3401', 'N', 'Kms', '100', '6020', 'BSP825', 'BM', '35', '100', 'ft', 'F.', 'Malamud-Roam', ',', 'B.', 'Lynn', 'Ingram', '/', 'Quaternary', 'Research', '62', '-LRB-', '2004', '-RRB-', '134', '--', '145', '137', 'Table', '1', 'd13C', 'values', 'from', 'multiple', 'replicates', 'of', 'homogenized', 'sediment', 'samples', 'from', 'Roe', 'Island', 'and', 'Browns', 'Island', 'Depth', '-LRB-', 'cm', '-RRB-', 'Mean', 'y13C', '-LRB-', 'x', '-RRB-', 'Standard', 'deviation', 'n', 'Browns', 'Island', '15', 'À23', '.27', '0.19', '3', '19', 'À23', '.56', '0.11', '4', '106', 'À25', '.94', '0.21', '3', '121', 'À26', '.95', '0.13', '3', '146', 'À27', '.04', '0.31', '3', '151', 'À27', '.00', '0.14', '4', '156', 'À26', '.52', '0.06', '3', '186', 'À26', '.06', '0.22', '3', '74', 'À22', '.84', '0.23', '3', '88', 'À26', '.51', '0.10', '3', '104', 'À26', '.18', '0.01', '3', 'Roe', 'Island', '26', 'À19', '.05', '0.17', '3', '30', 'À17', '.29', '0.55', '3', '38', 'À21', '.18', '0.04', '3', '42', 'À22', '.03', '0.38', '3', '46', 'À22', '.25', '0.04', '3', '54', 'À22', '.83', '0.30', '3', '62', 'À19', '.65', '0.12', '3', '70', 'À20', '.22', '0.07', '3', '80', 'À19', '.23', '0.01', '3', '96', 'À22', '.76', '0.27', '3', '112', 'À25', '.09', '0.03', '3', '116', 'À24', '.61', '0.04', '3', 'les', 'were', 'placed', 'on', 'the', 'carousel', 'of', 'an', 'automated', '20/20', 'Europa', 'mass', 'spectrometer', '.']"	2004	['38']	['38']	['121', '122']	['121']	[]	[]
58ce87ebcf58f15924675217	"['This', 'site', 'islocated', 'ca.', '10', 'km', 'northof', 'the', 'town', 'of', 'Rio', 'Grande', 'onthe', 'east', 'coast', 'of', 'Tierra', 'del', 'Fuego', 'Oat', '53', '°', '30', ""'S"", ',', 'long', '67', '°', '50', '`', 'W', '-RRB-', '.']"	1983	['54', '32', '35', '53', '41']	['53']	['71', '67', '69']	['67']	[]	[]
58ce87ebcf58f15924675217	"['This', 'site', 'is', 'located', 'about', '100', 'km', 'inland', 'to', 'the', 'south', 'of', 'the', 'town', 'of', 'Rio', 'Grande', ',', 'at', '100', 'm', 'elevation', 'in', 'the', 'Andean', 'foothills', '-LRB-', 'lat', '54', '°', '20', ""'S"", ',', 'long', '67', '°', '45', '`', 'W', '-RRB-', '-LRB-', 'Text-Figure', '2', ',', 'site', '2', '-RRB-', '.']"	1983	['54', '32', '35', '53', '41']	['54']	['71', '67', '69']	['67']	[]	[]
58ce87ebcf58f15924675217	"['This', 'site', 'Oat', '54', '°', '12', ""'S"", ',', 'long', '71', '°', '14', ""'"", 'W', '-RRB-', 'is', 'located', 'near', 'sealevel', 'on', 'an', 'island', 'about', '120', 'km', 'south', 'of', 'Punta', 'Arenas', ',', 'south', 'of', 'the', 'Magellan', 'Straits', '-LRB-', 'Text-Figure', '2', ',', 'site', '3', '-RRB-', '.']"	1983	['54', '32', '35', '53', '41']	['54']	['71', '67', '69']	['71']	[]	[]
58ce87ebcf58f15924675217	"['This', 'site', 'Oat', '41', '°', '20', ""'S"", ',', 'long', '71', '°', '35', '`', 'W', '-RRB-', 'is', 'a', 'sedge', 'bog', ',', 'located', 'at', '800', 'm', 'elevation', 'at', 'the', 'shore', 'of', 'Lago', 'Mascardi', ',', 'about', '40', 'km', 'south', 'of', 'Bariloche', '-LRB-', 'Text-Figure', '5', ',', 'site', '5a', '-RRB-', '.']"	1983	['54', '32', '35', '53', '41']	['35', '41']	['71', '67', '69']	['71']	[]	[]
58ce87ebcf58f15924675217	"['This', 'site', '-LRB-', 'lat', '41', '°', '15', ""'S"", ',', 'long', '71', '°', '28', '`', 'W', '-RRB-', 'is', 'located', 'at', '800', 'm', 'elevation', 'between', 'the', 'lakes', 'Mascardi', 'and', 'Gutierrez', ',', 'about', '20', 'km', 'south', 'of', 'Bariloche', '-LRB-', 'Text-Figure', '5', 'site', '5b', '-RRB-', '.']"	1983	['54', '32', '35', '53', '41']	['41']	['71', '67', '69']	['71']	[]	[]
58ce87ebcf58f15924675217	"['This', 'site', 'is', 'a', 'peat', 'mound', 'at', 'the', 'edge', 'of', 'a', 'playa', 'in', 'the', 'upper', 'Uspallata', 'valley', 'about', '100', 'km', 'northwest', 'of', 'the', 'town', 'of', 'Mendoza', '-LRB-', 'lat', '32', '°', '15', ""'S"", ',', 'long', '69', '°', '20', '`', 'W', ',', '2,000', 'm', 'elevation', ',', 'Text-Figure', '8', ',', 'site', '7', '-RRB-', '.']"	1983	['54', '32', '35', '53', '41']	['32']	['71', '67', '69']	['69']	[]	[]
54f4b4ede13823054496a06d	['Identifications', 'followed', 'Wang', 'et', 'al.', '-LRB-', '1995', '-RRB-', 'aided', 'by', 'modern', 'reference', 'Y.', 'Zhao', 'et', 'al.', '/', 'Review', 'of', 'Palaeobotany', 'and', 'Palynology', '145', '-LRB-', '2007', '-RRB-', '275', '--', '288', '279', 'Table', '1', 'Location', 'and', 'surrounding', 'vegetation', 'types', 'of', 'regional', 'surface', 'pollen', 'samples', 'from', 'the', 'NE', 'Tibetan', 'Plateau', 'Sample', 'Latitude', 'Longitude', 'Elevation', 'Sample', 'Vegetation', 'Dominant', 'species', 'code', '-LRB-', '°', 'N', '-RRB-', '-LRB-', '°', 'E', '-RRB-', '-LRB-', 'm', '-RRB-', 'type', 'Note', 'S1', '36.45', '99.36', '3813', 'Moss', 'Alpine', 'Stipa', ',', 'Kobresia', ',', 'Cyperaceae', ',', 'Ranunculaceae', ',', 'Xiangpi', 'meadow', 'Leguminosae', ',', 'Artemisia', 'Mountain', 'S2', '36.46', '99.05', '3121', 'Mud', 'Steppe', 'Kalidium', ',', 'Poaceae', ',', 'Cruciferae', ',', 'Nitraria', ',', 'Compositae', 'Near', 'Chaka', 'desert', 'Lake', 'S3', '37.01', '98.50', '3314', 'Mud', 'Steppe', 'Artemisia', ',', 'Poaceae', ',', 'Ephedra', ',', 'Nitraria', ',', 'Compositae', 'Pond', 'with', 'desert', 'aquatic', 'plants', 'S4', '37.00', '98.38', '3184', 'Top', 'soil', 'Steppe', 'Achnatherum', ',', 'Compositae', ',', 'Sabina', '-LRB-', 'on', 'the', 'mountain', 'Road', 'side', 'desert', 'slopes', '-RRB-', 'S5', '37.00', '98.23', '3172', 'Top', 'soil', 'Desert', 'Achnatherum', ',', 'Kalidium', ',', 'Chenopodiaceae', ',', 'Artemisia', 'Road', 'side', 'S6', '37.08', '97.31', '2848', 'Lake', 'Desert', 'Poaceae', ',', 'Kalidum', ',', 'Nitraria', ',', 'Phragmites', ',', 'Compositae', 'Gahai', 'Lake', 'sediment', 'S7', '37.21', '97.30', '3114', 'Mud', 'Desert', 'Achnatherum', ',', 'Stipa', ',', 'Ephedra', ',', 'Nitraria', ',', 'Chenopodiaceae', ',', 'Pond', 'Artemisia', 'S8', '37.08', '97.00', '2813', 'Lake', 'Desert', 'Phragmites', ',', 'Nitraria', ',', 'Artemisia', 'Toson', 'Lake', 'sediment', 'S9', '37.18', '96.55', '2850', 'Lake', 'Desert', 'Phragmites', ',', 'Nitraria', ',', 'Chenopodiaceae', 'Hurleg', 'Lake', 'sediment', 'S10', '37.21', '96.54', '2850', 'Top', 'soil', 'Desert', 'Kalidium', 'Near', 'Hurleg', 'Lake', 'S11', '37.33', '96.06', '3524', 'Lake', 'Desert', 'Chenopodiaceae', ',', 'Poaceae', ',', 'Phragmites', ',', 'Achnatherum', ',', 'Yazi', 'Lake', 'sediment', 'Artemisia', ',', 'Leguminosae', ',', 'Nitraria', 'S12', '37.34', '96.05', '3533', 'Lake', 'Desert', 'Chenopodiaceae', ',', 'Poaceae', ',', 'Phragmites', ',', 'Achnatherum', ',', 'Yazi', 'Lake', 'sediment', 'Artemisia', ',', 'Leguminosae', ',', 'Nitraria', 'collections', '.']	2007	['37']	['37']	['96']	['96']	[]	[]
5507ab96e1382326932d966e	['In', 'this', 'study', ',', 'we', 'analyzed', 'sediments', 'from', 'Eleanor', 'Lake', '-LRB-', 'Fig.', '1', ';', '52', '70N', ',', '119', '180W', ';', '677', 'm', 'above', 'sea', 'level', '-RRB-', 'in', 'east-central', 'British', 'Columbia', 'to', 'infer', 'patterns', 'and', 'drivers', 'of', 'Holocene', 'climatic', 'change', '.']	2011	['52']	['52']	['119']	['119']	[]	[]
